Customer ID,Order Date,Sales
AG-10900,2018-07-23,1520.3760000000002
AG-10900,2019-09-05,733.283
AG-10900,2019-09-13,177.89600000000002
AG-10900,2019-12-19,6.912000000000001
AG-10900,2019-12-27,128.51999999999998
AG-10900,2020-05-17,253.03000000000003
AG-10900,2020-12-08,1085.87
AG-10900,2021-05-01,318.96000000000004
AG-10900,2021-09-03,108.4
AG-10900,2021-09-25,177.55
AH-10030,2018-04-22,257.752
AH-10030,2018-05-13,287.45599999999996
AH-10030,2018-10-25,49.408
AH-10030,2018-12-31,53.67
AH-10030,2019-12-27,991.26
AH-10030,2020-03-20,86.45
AH-10030,2021-12-18,18.704
AH-10075,2018-11-16,5.22
AH-10075,2019-12-21,3.008
AH-10075,2020-06-26,262.09999999999997
AH-10075,2020-09-15,841.568
AH-10075,2020-12-17,217.44
AH-10075,2021-04-15,196.45
AH-10075,2021-05-19,342.24
AH-10075,2021-09-25,199.49099999999999
AH-10075,2021-10-23,1169.98
AH-10075,2021-11-26,12.84
AH-10120,2018-07-18,259.13599999999997
AH-10120,2020-06-30,50.12
AH-10120,2020-12-18,610.4179999999999
AH-10120,2021-04-08,440.31
AH-10120,2021-07-02,169.192
AH-10120,2021-08-17,201.09
AH-10120,2021-10-31,5.247999999999999
AH-10195,2019-03-05,132.94000000000003
AH-10195,2020-12-18,1410.066
AH-10195,2021-08-24,28.415999999999997
AH-10195,2021-11-05,16.03
AH-10210,2018-11-29,606.3199999999999
AH-10210,2019-11-10,79.9
AH-10210,2019-12-07,801.988
AH-10210,2020-02-20,16.496
AH-10210,2021-03-08,174.56
AH-10210,2021-09-02,1577.94
AH-10210,2021-10-13,348.56
AH-10210,2021-11-23,195.96
AH-10210,2021-12-24,1003.62
AH-10465,2019-01-03,1757.8536
AH-10465,2019-01-17,88.96
AH-10465,2020-05-05,71.08800000000001
AH-10465,2021-04-02,14.94
AH-10465,2021-05-14,562.5500000000001
AH-10585,2018-10-26,447.88
AH-10585,2020-09-15,35.4
AH-10585,2021-07-06,239.24
AH-10585,2021-12-09,15.984000000000002
AH-10690,2018-04-02,177.68
AH-10690,2019-05-04,946.3439999999999
AH-10690,2019-05-15,17.94
AH-10690,2019-08-05,72.65
AH-10690,2019-11-12,792.5079999999999
AH-10690,2019-12-31,116.4
AH-10690,2020-05-19,87.84
AH-10690,2020-05-30,4317.3
AH-10690,2020-07-31,863.128
AH-10690,2020-08-06,70.88
AH-10690,2020-10-04,64.248
AH-10690,2020-11-15,361.376
AI-10855,2018-04-28,1679.96
AI-10855,2018-05-10,201.73
AI-10855,2018-12-29,408.76800000000003
AI-10855,2019-03-14,19.44
AI-10855,2019-12-20,17.12
AI-10855,2020-11-10,1467.134
AI-10855,2021-05-05,6.68
AI-10855,2021-09-09,6.367999999999999
AI-10855,2021-12-11,63.68600000000001
AI-10855,2021-12-17,504.9
AJ-10780,2018-01-10,54.83
AJ-10780,2018-10-31,1421.664
AJ-10780,2018-12-28,2583.19
AJ-10780,2019-05-18,10.86
AJ-10780,2020-11-28,7.434
AJ-10780,2021-05-14,481.59
AJ-10780,2021-10-16,307.776
AJ-10795,2018-05-14,310.88
AJ-10795,2018-12-29,1365.63
AJ-10795,2020-01-05,255.904
AJ-10795,2020-01-22,109.9
AJ-10795,2020-09-12,1159.06
AJ-10795,2020-12-26,4.992
AJ-10795,2021-07-17,1295.025
AJ-10945,2018-03-03,19.456
AJ-10945,2019-06-01,774.47
AJ-10945,2019-11-28,45.28
AJ-10945,2019-12-14,50.0
AJ-10945,2020-11-18,301.96
AJ-10945,2021-08-31,638.73
AJ-10960,2018-09-14,460.21999999999997
AJ-10960,2018-12-30,158.388
AJ-10960,2021-10-17,10.64
AM-10360,2018-10-06,15.36
AM-10360,2019-03-23,432.69
AM-10360,2020-07-16,57.24
AM-10360,2021-05-28,129.832
AM-10360,2021-12-02,178.89
AM-10705,2018-10-31,2116.506
AM-10705,2019-09-13,13.092
AM-10705,2019-09-20,45.583999999999996
AM-10705,2019-09-25,17.48
AM-10705,2020-09-18,1264.1399999999999
AM-10705,2021-04-04,383.84
AM-10705,2021-06-25,871.4
AM-10705,2021-07-21,951.9799999999998
AO-10810,2020-08-16,161.28
AP-10720,2018-03-03,161.07
AP-10720,2019-11-22,27.168000000000003
AP-10720,2020-05-23,4.98
AP-10720,2020-09-08,188.7
AP-10720,2020-09-19,25.631999999999998
AP-10720,2021-11-19,138.382
AP-10915,2018-08-23,424.376
AP-10915,2018-09-29,968.3000000000001
AP-10915,2018-10-24,11.85
AP-10915,2018-11-11,143.128
AP-10915,2020-04-16,12.84
AP-10915,2020-11-03,903.7700000000001
AP-10915,2020-12-10,422.66200000000003
AP-10915,2021-04-27,183.61
AP-10915,2021-09-03,24.448
AP-10915,2021-09-23,228.572
AR-10345,2018-12-30,775.7280000000001
AR-10345,2019-09-10,179.886
AR-10345,2021-09-08,85.2
AR-10345,2021-09-10,14.88
AR-10405,2018-10-03,265.784
AR-10405,2019-07-31,239.7
AR-10405,2021-05-20,41.28
AR-10405,2021-06-19,200.94
AR-10405,2021-08-27,1488.424
AR-10510,2018-05-02,26.136
AR-10510,2018-05-23,79.638
AR-10510,2019-08-31,58.32
AR-10510,2020-12-26,89.97
AR-10510,2021-12-16,10.8
AR-10540,2018-11-25,52.96
AR-10540,2019-04-11,692.7280000000001
AR-10540,2019-11-22,14.94
AR-10540,2020-09-29,27.24
AR-10540,2021-01-16,5802.7
AR-10540,2021-12-24,17.88
AR-10570,2020-07-14,88.15
AR-10825,2018-06-30,32.4
AR-10825,2019-03-08,19.44
AR-10825,2020-06-14,1115.17
AR-10825,2020-09-05,347.80199999999996
AR-10825,2020-12-11,633.1759999999999
AR-10825,2021-07-20,361.044
AR-10825,2021-07-21,1629.712
AR-10825,2021-11-02,384.592
AS-10045,2018-07-27,65.78
AS-10045,2020-03-28,31.4
AS-10045,2020-09-25,477.666
AS-10045,2021-01-02,740.214
AS-10045,2021-08-01,1476.2700000000002
AS-10045,2021-09-04,88.074
AS-10045,2021-10-03,171.28799999999998
AS-10090,2018-09-22,693.9920000000001
AS-10090,2018-12-24,13.97
AS-10090,2019-11-09,1085.16
AS-10090,2020-05-02,36.648
AS-10090,2020-06-21,576.2719999999999
AS-10090,2020-09-11,7.908
AS-10090,2021-04-01,122.6
AS-10090,2021-09-16,684.1099999999999
AS-10090,2021-12-02,34.65
AS-10135,2020-11-13,4.18
AS-10135,2021-11-19,54.64
AS-10225,2018-10-18,2216.8
AS-10225,2019-05-04,26.8
AS-10225,2020-12-02,165.6
AS-10225,2021-09-17,1782.1040000000003
AS-10225,2021-12-08,69.48
AS-10240,2018-03-15,370.78200000000004
AS-10240,2018-10-11,7.64
AS-10240,2019-03-29,5.56
AS-10240,2020-06-25,60.81
AS-10240,2021-06-21,59.176
AS-10285,2020-05-21,84.62
AS-10285,2020-10-28,100.49600000000001
AS-10285,2020-11-04,209.88
AS-10285,2020-11-05,23.988000000000003
AS-10285,2020-11-11,2678.94
AS-10285,2021-12-11,116.31200000000001
AS-10630,2018-08-01,5.68
AS-10630,2018-12-07,269.36
AS-10630,2019-09-03,135.93599999999998
AS-10630,2020-09-22,13.28
AS-10630,2021-03-17,4.6080000000000005
AS-10630,2021-04-30,32.088
AS-10630,2021-09-29,372.446
AT-10435,2018-12-27,11.56
AT-10435,2019-09-06,3.444
AT-10435,2020-11-24,43.46
AT-10435,2021-04-02,11.12
AT-10435,2021-12-09,1096.4879999999998
AT-10735,2018-08-30,121.24
AT-10735,2018-11-03,147.344
AT-10735,2019-11-23,2643.06
AT-10735,2020-05-30,303.92
AT-10735,2020-07-17,45.96
AT-10735,2020-09-09,55.36
AT-10735,2021-05-19,97.16
AT-10735,2021-07-07,5.94
AT-10735,2021-08-01,95.984
AT-10735,2021-12-17,315.896
AW-10840,2019-04-13,12.88
AW-10840,2019-11-29,30.264
AW-10840,2021-09-02,284.98400000000004
AW-10840,2021-12-10,321.248
AW-10930,2018-07-14,68.204
AW-10930,2019-11-13,403.94
AW-10930,2020-06-12,546.616
AW-10930,2020-10-07,4.928
AW-10930,2020-11-18,1117.92
AW-10930,2021-08-31,696.08
AW-10930,2021-11-14,15.28
AY-10555,2018-04-06,199.98999999999998
AY-10555,2018-12-26,8.016
AY-10555,2020-12-18,66.976
AY-10555,2021-12-16,222.03199999999998
AZ-10750,2018-03-17,25.184
AZ-10750,2018-03-25,366.786
AZ-10750,2019-04-22,152.916
AZ-10750,2019-05-12,36.63
AZ-10750,2020-02-05,918.966
AZ-10750,2021-07-23,121.536
BB-10990,2018-07-27,276.28
BB-10990,2019-11-02,374.076
BB-10990,2020-04-01,61.704
BB-10990,2021-06-01,17.48
BB-10990,2021-09-16,14.8
BB-11545,2019-06-05,10.56
BB-11545,2019-11-21,39.608000000000004
BB-11545,2020-11-11,143.95999999999998
BB-11545,2020-11-25,1745.9099999999999
BB-11545,2020-12-26,239.43
BB-11545,2021-08-12,2017.3200000000002
BB-11545,2021-09-15,31.872
BB-11545,2021-11-11,1158.12
BB-11545,2021-12-02,1378.948
BC-11125,2018-07-06,478.48
BC-11125,2018-09-13,340.116
BC-11125,2019-06-20,319.98400000000004
BC-11125,2020-04-04,203.63
BC-11125,2020-07-25,37.17
BC-11125,2020-08-12,145.764
BC-11125,2020-09-16,12.96
BC-11125,2021-05-19,726.828
BC-11125,2021-06-11,668.744
BD-11320,2019-05-31,2567.84
BD-11320,2019-08-10,64.75
BD-11320,2020-04-15,1121.568
BD-11320,2020-06-16,46.35
BD-11320,2020-06-24,38.24
BD-11320,2020-08-15,533.0899999999999
BD-11320,2020-09-18,239.984
BD-11320,2020-10-31,492.835
BD-11320,2021-04-12,69.66
BD-11320,2021-06-10,115.91600000000001
BD-11320,2021-09-23,291.96
BD-11320,2021-11-27,136.328
BD-11500,2018-02-01,468.9
BD-11500,2018-10-14,344.27400000000006
BD-11500,2019-09-16,31.12
BD-11500,2019-12-23,194.32
BD-11500,2021-01-26,3002.6499999999996
BD-11500,2021-11-25,369.97900000000004
BD-11560,2019-05-30,151.96
BD-11560,2021-03-27,168.57999999999998
BD-11605,2018-01-13,1679.749
BD-11605,2019-06-11,207.82
BD-11605,2019-12-26,22.2
BD-11605,2020-04-12,448.81
BD-11605,2020-12-30,170.78599999999997
BD-11605,2021-09-24,253.824
BD-11620,2018-06-30,310.688
BD-11620,2020-03-08,114.56
BD-11620,2020-10-01,194.84799999999998
BD-11620,2020-12-25,33.568000000000005
BD-11620,2020-12-31,302.376
BD-11620,2021-10-22,582.0699999999999
BD-11635,2018-10-05,91.92
BD-11635,2019-12-05,419.726
BD-11635,2021-12-21,71.0
BD-11725,2019-07-03,365.91
BD-11725,2020-02-25,46.72
BD-11725,2021-04-22,675.06
BD-11725,2021-05-30,253.85999999999999
BD-11725,2021-08-03,175.70999999999998
BD-11725,2021-09-28,9.24
BD-11770,2020-03-10,39.992
BD-11770,2020-05-02,86.352
BD-11770,2020-09-10,143.24
BD-11770,2020-11-11,143.32999999999998
BD-11770,2021-01-29,4.768
BD-11770,2021-02-06,240.78400000000002
BE-11335,2020-01-15,81.98
BE-11335,2020-07-25,20.936
BE-11335,2021-03-23,211.84
BE-11335,2021-07-17,408.96
BE-11335,2021-09-02,3480.96
BE-11410,2020-02-07,30.351999999999997
BE-11410,2020-10-14,1649.75
BE-11410,2020-11-18,61.12
BE-11410,2021-01-21,268.57599999999996
BE-11410,2021-09-23,251.64
BE-11455,2019-08-02,448.2099999999999
BE-11455,2019-09-14,25.9
BE-11455,2020-05-06,165.976
BE-11455,2020-09-05,107.94
BF-10975,2018-07-14,17.94
BF-10975,2018-08-01,202.89600000000002
BF-10975,2019-06-13,6.48
BF-10975,2019-07-05,12.158000000000001
BF-10975,2019-07-06,11.12
BF-10975,2020-11-20,328.54
BF-10975,2021-09-30,20.664
BF-11005,2018-09-25,14.575999999999999
BF-11005,2020-05-05,252.148
BF-11005,2020-07-28,327.42
BF-11005,2021-11-21,739.736
BF-11020,2018-02-15,21.36
BF-11020,2019-10-30,1035.8
BF-11020,2020-07-07,339.98
BF-11020,2020-08-02,482.58399999999995
BF-11020,2021-04-01,269.40000000000003
BF-11020,2021-09-08,663.8700000000001
BF-11020,2021-09-18,22.72
BF-11020,2021-10-17,52.792
BF-11080,2018-11-28,14.67
BF-11080,2021-09-12,225.60999999999999
BF-11080,2021-12-05,32.67
BF-11170,2018-04-13,7.83
BF-11170,2018-07-12,505.686
BF-11170,2018-12-24,1461.172
BF-11170,2019-05-13,238.38400000000001
BF-11170,2019-05-26,352.168
BF-11170,2020-01-31,1396.35
BF-11170,2020-04-17,55.416000000000004
BF-11170,2020-04-30,22.608
BF-11170,2020-11-10,9.98
BF-11170,2021-03-06,14.975999999999999
BF-11170,2021-12-14,1843.402
BF-11215,2018-11-09,56.52
BF-11215,2020-06-09,692.94
BF-11215,2021-03-13,780.086
BF-11215,2021-10-26,55.61600000000001
BF-11275,2018-03-22,388.70400000000006
BF-11275,2021-07-10,41.91
BF-11275,2021-11-03,361.376
BG-11035,2018-11-05,149.9
BG-11035,2018-12-06,42.208
BG-11035,2019-09-20,1664.1319999999998
BG-11035,2019-12-31,162.064
BG-11035,2020-11-17,82.408
BG-11035,2021-08-31,659.9
BG-11035,2021-11-02,5.56
BG-11035,2021-12-02,32.775999999999996
BG-11695,2018-05-11,35.91
BG-11695,2019-01-05,90.168
BG-11695,2020-05-30,839.988
BG-11695,2020-12-27,845.488
BG-11695,2021-09-23,29.328000000000003
BG-11695,2021-11-24,33.29
BG-11740,2018-03-23,9.912
BG-11740,2019-06-18,51.98
BG-11740,2020-08-30,387.0
BG-11740,2020-09-06,10.784
BG-11740,2021-04-17,60.312
BG-11740,2021-11-03,486.36800000000005
BH-11710,2018-06-09,3714.3040000000005
BH-11710,2018-11-11,808.928
BH-11710,2019-02-08,21.11
BH-11710,2019-11-22,32.985
BH-11710,2020-03-03,1094.25
BH-11710,2021-01-14,175.086
BH-11710,2021-05-18,36.048
BH-11710,2021-12-07,372.64
BK-11260,2018-08-03,163.62
BK-11260,2018-12-06,314.55
BK-11260,2019-03-19,105.688
BK-11260,2020-11-11,6.96
BK-11260,2021-09-22,21.96
BK-11260,2021-10-14,46.36
BM-11140,2018-09-08,10539.895999999999
BM-11140,2020-09-02,281.916
BM-11140,2020-12-04,611.028
BM-11140,2021-02-26,356.79
BM-11575,2019-09-15,139.216
BM-11575,2020-01-02,405.91999999999996
BM-11575,2020-11-20,27.88
BM-11575,2021-04-17,195.136
BM-11575,2021-05-18,24.5
BM-11575,2021-09-21,15.51
BM-11650,2018-07-09,24.72
BM-11650,2018-09-21,68.71000000000001
BM-11650,2018-09-23,519.9830000000001
BM-11650,2019-10-09,736.4730000000001
BM-11650,2019-11-20,258.01800000000003
BM-11650,2020-09-27,2.907
BM-11650,2021-03-24,247.92
BM-11650,2021-05-13,2229.1800000000003
BM-11650,2021-11-09,3013.7799999999997
BM-11650,2021-11-16,1.824
BM-11650,2021-11-27,190.67
BM-11785,2018-06-06,13.36
BM-11785,2018-09-02,475.944
BM-11785,2018-12-14,186.304
BM-11785,2019-03-20,29.304000000000002
BM-11785,2019-09-25,2.946
BM-11785,2019-10-03,139.54399999999998
BM-11785,2020-04-16,28.8
BM-11785,2020-07-14,419.944
BM-11785,2020-12-30,19.616
BM-11785,2021-05-26,23.08
BN-11470,2018-09-12,192.424
BN-11470,2019-04-16,12.575999999999999
BN-11470,2021-03-14,49.61600000000001
BN-11470,2021-12-06,10.68
BN-11515,2018-03-17,249.92000000000002
BN-11515,2018-09-17,260.79
BN-11515,2020-05-19,821.2239999999999
BN-11515,2021-09-01,114.9
BN-11515,2021-12-21,12.51
BO-11350,2020-01-03,1604.73
BO-11350,2020-04-28,41.568000000000005
BO-11350,2021-02-02,481.524
BO-11350,2021-05-03,504.50600000000003
BO-11350,2021-08-15,50.4
BO-11425,2019-09-10,6.08
BO-11425,2021-10-16,124.75
BP-11050,2018-10-12,22.24
BP-11050,2020-11-25,883.3199999999999
BP-11050,2020-12-19,1.8
BP-11050,2021-03-18,33.3
BP-11050,2021-10-08,42.76
BP-11095,2018-06-07,12.462
BP-11095,2018-10-09,88.76799999999999
BP-11095,2018-11-07,36.1
BP-11095,2018-12-19,832.1379999999999
BP-11095,2019-03-23,33.36
BP-11095,2019-07-26,131.48000000000002
BP-11095,2020-10-27,68.952
BP-11095,2021-02-20,9.432
BP-11095,2021-04-15,15.57
BP-11095,2021-09-24,829.83
BP-11095,2021-11-30,95.976
BP-11095,2021-12-13,287.976
BP-11155,2019-06-04,1109.95
BP-11155,2020-06-28,475.85999999999996
BP-11155,2020-12-31,38.376
BP-11155,2021-03-30,5.715
BP-11155,2021-07-10,18.84
BP-11155,2021-10-02,49.12
BP-11185,2019-03-24,6.992000000000001
BP-11185,2019-08-28,1203.441
BP-11185,2020-01-04,109.252
BP-11185,2020-09-12,503.40000000000003
BP-11185,2020-12-23,141.372
BP-11185,2021-08-27,1132.56
BP-11185,2021-12-10,477.72399999999993
BP-11185,2021-12-29,101.12
BP-11230,2018-04-20,59.92
BP-11230,2019-04-30,1022.97
BP-11230,2020-09-24,12.86
BP-11230,2020-12-15,14.76
BP-11230,2021-11-21,70.98
BP-11290,2018-10-03,258.279
BP-11290,2020-04-12,651.496
BP-11290,2020-05-31,252.007
BP-11290,2020-07-21,370.184
BP-11290,2021-01-09,274.491
BP-11290,2021-11-24,435.168
BP-11290,2021-12-18,233.53199999999998
BS-11365,2018-05-04,69.86
BS-11365,2018-08-19,344.91
BS-11365,2018-09-19,887.1030000000001
BS-11365,2020-04-16,9135.189999999999
BS-11365,2020-06-20,64.59
BS-11380,2018-11-29,12.624
BS-11380,2019-12-03,590.352
BS-11380,2021-03-12,242.94
BS-11380,2021-11-16,1126.294
BS-11380,2021-12-02,1915.6239999999998
BS-11590,2018-01-14,61.96
BS-11590,2018-08-25,30.246
BS-11590,2018-12-05,1280.992
BS-11590,2019-09-06,346.37
BS-11590,2020-09-17,33.4
BS-11590,2021-11-25,701.96
BS-11665,2018-06-23,86.376
BS-11665,2019-11-17,1873.606
BS-11665,2020-05-27,1328.128
BS-11755,2018-05-18,779.796
BS-11755,2018-08-03,221.35
BS-11755,2019-10-03,120.666
BS-11755,2020-11-30,933.95
BS-11755,2021-04-10,231.776
BS-11755,2021-09-23,186.78400000000002
BS-11755,2021-12-29,88.06
BS-11800,2019-09-26,188.63
BS-11800,2021-04-09,760.8000000000001
BT-11305,2018-04-25,2061.01
BT-11305,2019-09-06,197.916
BT-11305,2019-12-01,13.9
BT-11305,2019-12-22,17.12
BT-11305,2021-01-28,277.71
BT-11395,2018-10-28,257.98
BT-11395,2019-02-27,20.451
BT-11395,2019-04-13,372.096
BT-11395,2019-11-29,1126.8300000000002
BT-11395,2020-05-19,9.584
BT-11395,2021-03-03,399.67199999999997
BT-11440,2018-06-04,440.048
BT-11440,2018-11-23,14.67
BT-11440,2020-03-19,72.294
BT-11440,2020-06-18,76.86399999999999
BT-11485,2019-12-27,384.85999999999996
BT-11485,2020-03-11,30.336
BT-11530,2018-05-21,31.84
BT-11530,2018-12-22,216.4
BT-11530,2020-01-22,165.55200000000002
BT-11530,2021-02-26,2110.7200000000003
BT-11530,2021-09-30,159.98
BT-11680,2018-11-28,998.85
BT-11680,2019-07-09,1133.82
BT-11680,2019-10-08,3.44
BT-11680,2020-04-10,891.962
BT-11680,2020-04-21,67.32000000000001
BT-11680,2021-11-20,82.256
BT-11680,2021-12-10,19.104
BV-11245,2019-03-26,74.352
BV-11245,2019-06-18,670.001
BV-11245,2020-02-21,405.3
BV-11245,2020-12-24,33.4
BV-11245,2021-01-30,340.21999999999997
BW-11065,2018-05-25,14.62
BW-11065,2019-08-11,46.152
BW-11065,2021-06-01,324.744
BW-11110,2019-03-20,51.84
BW-11110,2019-04-26,485.784
BW-11110,2020-10-08,51.711999999999996
BW-11110,2020-10-13,279.67
BW-11110,2020-12-10,62.82
BW-11110,2021-01-07,3059.982
BW-11110,2021-05-27,39.251999999999995
BW-11110,2021-08-31,719.298
BW-11200,2018-08-12,891.7760000000001
BW-11200,2018-09-30,15.552
BW-11200,2020-10-27,802.5020000000001
BW-11200,2021-06-08,12.175999999999998
BW-11200,2021-06-10,16.4
CA-11965,2018-01-26,152.64000000000001
CA-11965,2019-04-05,892.2239999999999
CA-11965,2019-11-21,697.8208
CA-11965,2020-12-23,1999.96
CA-11965,2021-01-26,22.630000000000003
CA-11965,2021-09-25,24.448
CA-12055,2019-09-05,89.86
CA-12055,2020-04-24,258.69599999999997
CA-12055,2020-08-08,1016.184
CA-12055,2020-11-22,134.27200000000002
CA-12055,2020-11-24,180.712
CA-12265,2018-03-25,92.36
CA-12265,2018-12-26,8.69
CA-12265,2019-09-14,912.75
CA-12265,2020-02-07,107.83
CA-12265,2021-07-03,545.85
CA-12265,2021-09-22,391.98
CA-12265,2021-10-19,330.4712
CA-12265,2021-11-04,248.396
CA-12310,2018-07-19,455.23
CA-12310,2020-01-03,376.64
CA-12310,2021-12-09,94.78399999999999
CA-12310,2021-12-17,495.3
CA-12775,2018-06-28,1639.7109999999998
CA-12775,2018-09-14,26.128
CA-12775,2019-07-26,393.165
CA-12775,2019-12-11,324.21999999999997
CA-12775,2020-12-11,6.672000000000001
CA-12775,2021-05-12,153.41000000000003
CA-12775,2021-09-01,498.26
CB-12025,2018-03-21,13.456
CB-12025,2018-11-17,7.08
CB-12025,2019-08-24,2645.021
CB-12025,2019-08-28,2017.532
CB-12025,2021-02-05,251.11200000000002
CB-12025,2021-09-07,49.688
CB-12025,2021-09-11,506.86
CB-12025,2021-11-13,239.92
CB-12415,2019-11-05,34.418
CB-12415,2020-01-23,59.99
CB-12415,2020-05-03,55.971999999999994
CB-12415,2020-06-12,145.5
CB-12415,2020-07-25,1439.976
CB-12415,2021-02-24,4.956
CB-12415,2021-11-16,146.82
CB-12415,2021-12-04,61.568000000000005
CB-12535,2019-01-02,115.4
CB-12535,2019-05-08,8.352
CB-12535,2019-05-14,1452.7875
CB-12535,2019-07-09,129.52
CB-12535,2020-01-23,1672.31
CB-12535,2020-11-07,14.82
CB-12535,2021-03-05,839.25
CB-12535,2021-06-16,14.015999999999998
CC-12100,2018-12-16,1308.196
CC-12100,2019-08-27,5.104
CC-12100,2019-08-29,246.5
CC-12100,2020-07-07,85.209
CC-12100,2020-09-29,40.88
CC-12145,2018-07-20,176.49400000000003
